filename,width,height,class,xmin,ymin,xmax,ymax
IMG_5261.JPG,3024,4032,1,1320,2569,1446,2679
IMG_5261.JPG,3024,4032,1,1498,2590,1672,2697
IMG_5261.JPG,3024,4032,1,1726,2599,1891,2723
IMG_5261.JPG,3024,4032,1,872,1760,1007,1884
IMG_5261.JPG,3024,4032,1,1039,1773,1187,1892
IMG_5261.JPG,3024,4032,1,1233,1762,1380,1890
IMG_5261.JPG,3024,4032,1,1415,1771,1563,1908
IMG_5261.JPG,3024,4032,1,1596,1795,1735,1910
IMG_5261.JPG,3024,4032,1,1763,1803,1843,1925
IMG_5261.JPG,3024,4032,1,926,1042,1087,1138
IMG_5261.JPG,3024,4032,1,1159,1036,1302,1162
IMG_5261.JPG,3024,4032,1,1352,1073,1465,1201
IMG_5261.JPG,3024,4032,1,1524,1119,1650,1236
IMG_5261.JPG,3024,4032,1,1693,1156,1815,1269
IMG_5261.JPG,3024,4032,1,896,1277,1050,1399
IMG_5261.JPG,3024,4032,1,1030,1284,1178,1406
IMG_5261.JPG,3024,4032,1,1176,1299,1333,1429
IMG_5261.JPG,3024,4032,1,1326,1319,1463,1445
IMG_5261.JPG,3024,4032,1,1472,1347,1604,1458
IMG_5261.JPG,3024,4032,1,1611,1371,1735,1488
IMG_5261.JPG,3024,4032,1,1735,1390,1843,1506
IMG_5398.JPG,3024,4032,1,685,1452,916,1588
IMG_5398.JPG,3024,4032,1,927,1377,1171,1624
IMG_5398.JPG,3024,4032,1,1171,1399,1407,1607
IMG_5398.JPG,3024,4032,1,1427,1430,1591,1582
IMG_5398.JPG,3024,4032,1,1638,1413,1841,1577
IMG_5398.JPG,3024,4032,1,1841,1374,2116,1618
IMG_5399.JPG,3024,4032,1,991,1714,1178,1864
IMG_5399.JPG,3024,4032,1,1178,1682,1370,1890
IMG_5399.JPG,3024,4032,1,1357,1708,1533,1890
IMG_5399.JPG,3024,4032,1,1539,1736,1670,1869
IMG_5399.JPG,3024,4032,1,1676,1740,1848,1873
IMG_5399.JPG,3024,4032,1,1830,1723,2043,1910
IMG_5400.JPG,3024,4032,1,1043,1671,1218,1802
IMG_5400.JPG,3024,4032,1,1255,1624,1443,1816
IMG_5400.JPG,3024,4032,1,1474,1657,1627,1791
IMG_5400.JPG,3024,4032,1,1671,1649,1824,1782
IMG_5400.JPG,3024,4032,1,1838,1630,2030,1810
IMG_5416.JPG,3024,4032,1,1187,1553,1328,1712
IMG_5416.JPG,3024,4032,1,1343,1553,1504,1701
IMG_5416.JPG,3024,4032,1,1504,1545,1663,1695
IMG_5416.JPG,3024,4032,1,1652,1547,1828,1688
IMG_5416.JPG,3024,4032,1,1833,1540,1976,1679
IMG_5416.JPG,3024,4032,1,1859,1727,2004,1897
IMG_5416.JPG,3024,4032,1,1843,1929,2002,2090
IMG_5416.JPG,3024,4032,1,1663,1756,1852,1873
IMG_5416.JPG,3024,4032,1,1517,1753,1663,1901
IMG_5416.JPG,3024,4032,1,1365,1766,1496,1906
IMG_5416.JPG,3024,4032,1,1183,1764,1343,1912
IMG_5416.JPG,3024,4032,1,1217,1953,1333,2095
IMG_5416.JPG,3024,4032,1,1363,1966,1496,2101
IMG_5416.JPG,3024,4032,1,1504,1962,1678,2099
IMG_5416.JPG,3024,4032,1,1689,1947,1837,2095
IMG_5210.jpg,3024,4032,1,848,2155,1107,2362
IMG_5210.jpg,3024,4032,1,1126,2180,1359,2366
IMG_5210.jpg,3024,4032,1,1370,2177,1596,2362
IMG_5210.jpg,3024,4032,1,1626,2173,1867,2358
IMG_5210.jpg,3024,4032,1,1893,2173,2085,2351
IMG_5211.jpg,3024,4032,1,1212,1859,1369,1983
IMG_5211.jpg,3024,4032,1,1383,1860,1531,1980
IMG_5211.jpg,3024,4032,1,1537,1864,1680,1973
IMG_5211.jpg,3024,4032,1,1696,1861,1855,1968
IMG_5211.jpg,3024,4032,1,1857,1857,1984,1964
IMG_5215.jpg,3024,4032,1,759,2182,1001,2380
IMG_5215.jpg,3024,4032,1,1021,2198,1248,2367
IMG_5215.jpg,3024,4032,1,1250,2189,1479,2362
IMG_5215.jpg,3024,4032,1,1503,2189,1748,2369
IMG_5215.jpg,3024,4032,1,1757,2196,1975,2362
IMG_5214.jpg,3024,4032,1,877,2411,1099,2596
IMG_5214.jpg,3024,4032,1,1119,2418,1308,2573
IMG_5214.jpg,3024,4032,1,1323,2422,1526,2576
IMG_5214.jpg,3024,4032,1,1543,2422,1763,2584
IMG_5214.jpg,3024,4032,1,1779,2431,1975,2589
IMG_5406.JPG,3024,4032,1,713,1705,893,1902
IMG_5406.JPG,3024,4032,1,935,1732,1185,1916
IMG_5406.JPG,3024,4032,1,1216,1752,1393,1910
IMG_5406.JPG,3024,4032,1,1446,1766,1657,1918
IMG_5406.JPG,3024,4032,1,1699,1766,1938,1910
IMG_5438.JPG,3024,4032,1,1128,1766,1237,1910
IMG_5438.JPG,3024,4032,1,1259,1788,1367,1895
IMG_5438.JPG,3024,4032,1,1367,1797,1515,1906
IMG_5438.JPG,3024,4032,1,1524,1792,1657,1921
IMG_5438.JPG,3024,4032,1,1685,1799,1820,1923
IMG_5410.JPG,3024,4032,1,1071,2068,1232,2232
IMG_5410.JPG,3024,4032,1,1233,2074,1422,2235
IMG_5410.JPG,3024,4032,1,1424,2063,1577,2235
IMG_5410.JPG,3024,4032,1,1585,2060,1757,2224
IMG_5410.JPG,3024,4032,1,1752,2060,1913,2227
IMG_5410.JPG,3024,4032,1,1066,2241,1246,2393
IMG_5410.JPG,3024,4032,1,1232,2252,1385,2410
IMG_5410.JPG,3024,4032,1,1074,2446,1213,2624
IMG_5410.JPG,3024,4032,1,1216,2435,1388,2630
IMG_5410.JPG,3024,4032,1,1396,2252,1524,2396
IMG_5410.JPG,3024,4032,1,1524,2246,1718,2377
IMG_5410.JPG,3024,4032,1,1721,2235,1849,2371
IMG_5410.JPG,3024,4032,1,1735,2421,1899,2610
IMG_5410.JPG,3024,4032,1,1546,2430,1716,2618
IMG_5411.JPG,3024,4032,1,1109,1621,1270,1792
IMG_5411.JPG,3024,4032,1,1283,1612,1485,1790
IMG_5411.JPG,3024,4032,1,1507,1586,1683,1769
IMG_5411.JPG,3024,4032,1,1691,1586,1893,1753
IMG_5411.JPG,3024,4032,1,1885,1582,2037,1710
IMG_5411.JPG,3024,4032,1,1030,1864,1261,2040
IMG_5411.JPG,3024,4032,1,1059,2082,1226,2253
IMG_5411.JPG,3024,4032,1,1248,2073,1433,2238
IMG_5411.JPG,3024,4032,1,1261,1851,1480,2032
IMG_5411.JPG,3024,4032,1,1472,1842,1641,2016
IMG_5411.JPG,3024,4032,1,1637,1827,1874,1990
IMG_5411.JPG,3024,4032,1,1854,1814,2020,1964
IMG_5411.JPG,3024,4032,1,1909,2016,2098,2201
IMG_5411.JPG,3024,4032,1,1711,2047,1874,2208
IMG_5411.JPG,3024,4032,1,1435,2058,1685,2223
